,Price_EUR_MWh,Forecast_Load_MW,Forecast_Solar_MW,Forecast_Wind_MW,Forecast_Residual_Load_MW,Is_Negative,Year,Hour,DayOfWeek,Month,Hour_sin,Hour_cos,DayOfWeek_sin,DayOfWeek_cos,Month_sin,Month_cos
2025-01-01 17:00:00+01:00,35.72,55900.0,97.34,17378.65,38424.01,False,2025,17,2,1,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 18:00:00+01:00,48.06,59900.0,0.0,17595.190000000002,42304.81,False,2025,18,2,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 19:00:00+01:00,50.14,62500.0,0.0,17813.59,44686.41,False,2025,19,2,1,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 20:00:00+01:00,41.5,61400.0,0.0,17188.91,44211.09,False,2025,20,2,1,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 21:00:00+01:00,34.93,59300.0,0.0,16562.47,42737.53,False,2025,21,2,1,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 22:00:00+01:00,34.69,57200.0,0.0,15936.85,41263.15,False,2025,22,2,1,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 23:00:00+01:00,28.04,60000.0,0.0,14905.76,45094.24,False,2025,23,2,1,-0.25881904510252157,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-02 00:00:00+01:00,39.84,60000.0,0.0,13473.83,46526.17,False,2025,0,3,1,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2025-01-02 01:00:00+01:00,44.1,56600.0,0.0,12328.44,44271.56,False,2025,1,3,1,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2025-01-02 02:00:00+01:00,44.7,57000.0,0.0,11950.74,45049.26,False,2025,2,3,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2025-01-02 03:00:00+01:00,42.92,54400.0,0.0,11567.43,42832.57,False,2025,3,3,1,0.7071067811865476,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2025-01-02 04:00:00+01:00,40.15,53000.0,0.0,11185.39,41814.61,False,2025,4,3,1,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2025-01-02 05:00:00+01:00,52.51,53800.0,0.0,10423.09,43376.91,False,2025,5,3,1,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2025-01-02 06:00:00+01:00,93.3,56600.0,0.0,9661.68,46938.32,False,2025,6,3,1,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
